dataset,wsi_id
TCIA-CPTAC,C3N-00580-21
TCIA-CPTAC,C3N-00580-22
TCIA-CPTAC,C3N-00580-23
TCIA-CPTAC,C3N-00580-24
TCIA-CPTAC,C3N-00580-26
TCIA-CPTAC,C3N-00580-27
TCIA-CPTAC,C3N-00704-21
TCIA-CPTAC,C3N-00704-22
TCIA-CPTAC,C3N-00704-23
TCIA-CPTAC,C3N-00704-24
TCIA-CPTAC,C3N-00737-21
TCIA-CPTAC,C3N-00737-22
TCIA-CPTAC,C3N-00737-23
TCIA-CPTAC,C3N-00737-26
TCIA-CPTAC,C3N-00737-27
TCIA-CPTAC,C3N-00738-21
TCIA-CPTAC,C3N-00738-22
TCIA-CPTAC,C3N-00738-23
TCIA-CPTAC,C3N-00738-24
TCIA-CPTAC,C3N-00839-21
TCIA-CPTAC,C3N-00839-22
TCIA-CPTAC,C3N-00839-23
TCIA-CPTAC,C3N-00839-26
TCIA-CPTAC,C3N-00959-21
TCIA-CPTAC,C3N-00959-22
TCIA-CPTAC,C3N-00959-23
TCIA-CPTAC,C3N-00959-26
TCIA-CPTAC,C3N-00959-27
TCIA-CPTAC,C3N-01016-21
TCIA-CPTAC,C3N-01016-22
TCIA-CPTAC,C3N-01016-23
TCIA-CPTAC,C3N-01016-24
TCIA-CPTAC,C3N-01016-26
TCIA-CPTAC,C3N-01016-27
TCIA-CPTAC,C3N-01017-21
TCIA-CPTAC,C3N-01017-22
TCIA-CPTAC,C3N-01017-23
TCIA-CPTAC,C3N-01017-24
TCIA-CPTAC,C3N-01017-26
TCIA-CPTAC,C3N-01017-27
TCIA-CPTAC,C3N-01018-21
TCIA-CPTAC,C3N-01018-22
TCIA-CPTAC,C3N-01018-23
TCIA-CPTAC,C3N-01018-24
TCIA-CPTAC,C3N-01018-26
TCIA-CPTAC,C3N-01018-27
TCIA-CPTAC,C3N-01019-21
TCIA-CPTAC,C3N-01019-22
TCIA-CPTAC,C3N-01019-23
TCIA-CPTAC,C3N-01019-24
TCIA-CPTAC,C3N-01019-26
TCIA-CPTAC,C3N-01019-27
TCIA-CPTAC,C3N-01020-21
TCIA-CPTAC,C3N-01020-22
TCIA-CPTAC,C3N-01020-23
TCIA-CPTAC,C3N-01020-24
TCIA-CPTAC,C3N-01020-26
TCIA-CPTAC,C3N-01020-27
TCIA-CPTAC,C3N-01021-21
TCIA-CPTAC,C3N-01021-22
TCIA-CPTAC,C3N-01021-23
TCIA-CPTAC,C3N-01021-24
TCIA-CPTAC,C3N-01021-26
TCIA-CPTAC,C3N-01021-27
TCIA-CPTAC,C3N-01022-21
TCIA-CPTAC,C3N-01022-22
TCIA-CPTAC,C3N-01022-23
TCIA-CPTAC,C3N-01022-24
TCIA-CPTAC,C3N-01022-26
TCIA-CPTAC,C3N-01022-27
TCIA-CPTAC,C3N-01023-21
TCIA-CPTAC,C3N-01023-22
TCIA-CPTAC,C3N-01023-23
TCIA-CPTAC,C3N-01023-24
TCIA-CPTAC,C3N-01023-26
TCIA-CPTAC,C3N-01023-27
TCIA-CPTAC,C3N-01024-21
TCIA-CPTAC,C3N-01024-22
TCIA-CPTAC,C3N-01024-23
TCIA-CPTAC,C3N-01024-24
TCIA-CPTAC,C3N-01024-26
TCIA-CPTAC,C3N-01024-27
TCIA-CPTAC,C3N-01025-21
TCIA-CPTAC,C3N-01025-22
TCIA-CPTAC,C3N-01025-23
TCIA-CPTAC,C3N-01025-24
TCIA-CPTAC,C3N-01025-26
TCIA-CPTAC,C3N-01025-27
TCIA-CPTAC,C3N-01028-21
TCIA-CPTAC,C3N-01028-22
TCIA-CPTAC,C3N-01028-23
TCIA-CPTAC,C3N-01028-24
TCIA-CPTAC,C3N-01028-26
TCIA-CPTAC,C3N-01028-27
TCIA-CPTAC,C3N-01030-21
TCIA-CPTAC,C3N-01030-22
TCIA-CPTAC,C3N-01030-23
TCIA-CPTAC,C3N-01030-24
TCIA-CPTAC,C3N-01030-26
TCIA-CPTAC,C3N-01030-27
TCIA-CPTAC,C3N-01071-21
TCIA-CPTAC,C3N-01071-22
TCIA-CPTAC,C3N-01071-23
TCIA-CPTAC,C3N-01071-24
TCIA-CPTAC,C3N-01071-26
TCIA-CPTAC,C3N-01071-27
TCIA-CPTAC,C3N-01072-21
TCIA-CPTAC,C3N-01072-22
TCIA-CPTAC,C3N-01072-23
TCIA-CPTAC,C3N-01072-24
TCIA-CPTAC,C3N-01072-26
TCIA-CPTAC,C3N-01072-27
TCIA-CPTAC,C3N-01074-21
TCIA-CPTAC,C3N-01074-22
TCIA-CPTAC,C3N-01074-23
TCIA-CPTAC,C3N-01074-24
TCIA-CPTAC,C3N-01074-26
TCIA-CPTAC,C3N-01074-27
TCIA-CPTAC,C3N-01194-24
TCIA-CPTAC,C3N-01194-25
TCIA-CPTAC,C3N-01405-21
TCIA-CPTAC,C3N-01405-22
TCIA-CPTAC,C3N-01405-23
TCIA-CPTAC,C3N-01405-24
TCIA-CPTAC,C3N-01405-26
TCIA-CPTAC,C3N-01405-27
TCIA-CPTAC,C3N-01408-21
TCIA-CPTAC,C3N-01408-22
TCIA-CPTAC,C3N-01408-23
TCIA-CPTAC,C3N-01408-24
TCIA-CPTAC,C3N-01408-26
TCIA-CPTAC,C3N-01408-27
TCIA-CPTAC,C3N-01409-21
TCIA-CPTAC,C3N-01409-22
TCIA-CPTAC,C3N-01409-23
TCIA-CPTAC,C3N-01409-24
TCIA-CPTAC,C3N-01409-27
TCIA-CPTAC,C3N-01410-21
TCIA-CPTAC,C3N-01410-22
TCIA-CPTAC,C3N-01410-23
TCIA-CPTAC,C3N-01410-24
TCIA-CPTAC,C3N-01410-26
TCIA-CPTAC,C3N-01410-27
TCIA-CPTAC,C3N-01411-21
TCIA-CPTAC,C3N-01411-22
TCIA-CPTAC,C3N-01411-23
TCIA-CPTAC,C3N-01411-24
TCIA-CPTAC,C3N-01411-26
TCIA-CPTAC,C3N-01411-27
TCIA-CPTAC,C3N-01413-21
TCIA-CPTAC,C3N-01413-22
TCIA-CPTAC,C3N-01413-23
TCIA-CPTAC,C3N-01413-24
TCIA-CPTAC,C3N-01413-26
TCIA-CPTAC,C3N-01413-27
TCIA-CPTAC,C3N-01414-21
TCIA-CPTAC,C3N-01414-22
TCIA-CPTAC,C3N-01414-23
TCIA-CPTAC,C3N-01414-24
TCIA-CPTAC,C3N-01414-26
TCIA-CPTAC,C3N-01414-27
TCIA-CPTAC,C3N-01415-21
TCIA-CPTAC,C3N-01415-22
TCIA-CPTAC,C3N-01415-23
TCIA-CPTAC,C3N-01415-24
TCIA-CPTAC,C3N-01415-26
TCIA-CPTAC,C3N-01415-27
TCIA-CPTAC,C3N-01416-21
TCIA-CPTAC,C3N-01416-22
TCIA-CPTAC,C3N-01416-23
TCIA-CPTAC,C3N-01416-24
TCIA-CPTAC,C3N-01416-26
TCIA-CPTAC,C3N-01416-27
TCIA-CPTAC,C3N-01417-21
TCIA-CPTAC,C3N-01417-22
TCIA-CPTAC,C3N-01417-23
TCIA-CPTAC,C3N-01417-24
TCIA-CPTAC,C3N-01417-26
TCIA-CPTAC,C3N-01417-27
TCIA-CPTAC,C3N-01419-21
TCIA-CPTAC,C3N-01419-22
TCIA-CPTAC,C3N-01419-23
TCIA-CPTAC,C3N-01419-24
TCIA-CPTAC,C3N-01419-26
TCIA-CPTAC,C3N-01419-27
TCIA-CPTAC,C3N-01488-21
TCIA-CPTAC,C3N-01488-22
TCIA-CPTAC,C3N-01488-23
TCIA-CPTAC,C3N-01488-24
TCIA-CPTAC,C3N-01488-26
TCIA-CPTAC,C3N-01488-27
TCIA-CPTAC,C3N-01489-21
TCIA-CPTAC,C3N-01489-22
TCIA-CPTAC,C3N-01489-23
TCIA-CPTAC,C3N-01489-24
TCIA-CPTAC,C3N-01489-26
TCIA-CPTAC,C3N-01489-27
TCIA-CPTAC,C3N-01767-22
TCIA-CPTAC,C3N-01767-26
TCIA-CPTAC,C3N-01768-26
TCIA-CPTAC,C3N-01768-29
TCIA-CPTAC,C3N-01768-30
TCIA-CPTAC,C3N-01799-21
TCIA-CPTAC,C3N-01799-22
TCIA-CPTAC,C3N-01799-26
TCIA-CPTAC,C3N-01799-27
TCIA-CPTAC,C3N-01823-21
TCIA-CPTAC,C3N-01823-22
TCIA-CPTAC,C3N-01823-23
TCIA-CPTAC,C3N-01823-26
TCIA-CPTAC,C3N-01842-21
TCIA-CPTAC,C3N-01842-22
TCIA-CPTAC,C3N-01842-23
TCIA-CPTAC,C3N-01842-26
TCIA-CPTAC,C3N-01846-21
TCIA-CPTAC,C3N-01846-22
TCIA-CPTAC,C3N-01846-23
TCIA-CPTAC,C3N-01846-26
TCIA-CPTAC,C3N-01892-28
TCIA-CPTAC,C3N-01892-29
TCIA-CPTAC,C3N-01892-30
TCIA-CPTAC,C3N-01893-22
TCIA-CPTAC,C3N-01893-23
TCIA-CPTAC,C3N-01893-30
TCIA-CPTAC,C3N-02000-21
TCIA-CPTAC,C3N-02000-22
TCIA-CPTAC,C3N-02000-23
TCIA-CPTAC,C3N-02002-21
TCIA-CPTAC,C3N-02002-22
TCIA-CPTAC,C3N-02002-23
TCIA-CPTAC,C3N-02003-21
TCIA-CPTAC,C3N-02003-22
TCIA-CPTAC,C3N-02003-23
TCIA-CPTAC,C3N-02067-21
TCIA-CPTAC,C3N-02067-22
TCIA-CPTAC,C3N-02067-23
TCIA-CPTAC,C3N-02087-21
TCIA-CPTAC,C3N-02087-22
TCIA-CPTAC,C3N-02087-23
TCIA-CPTAC,C3N-02087-24
TCIA-CPTAC,C3N-02087-26
TCIA-CPTAC,C3N-02087-27
TCIA-CPTAC,C3N-02088-21
TCIA-CPTAC,C3N-02088-22
TCIA-CPTAC,C3N-02088-23
TCIA-CPTAC,C3N-02088-24
TCIA-CPTAC,C3N-02088-26
TCIA-CPTAC,C3N-02088-27
TCIA-CPTAC,C3N-02089-21
TCIA-CPTAC,C3N-02089-22
TCIA-CPTAC,C3N-02089-23
TCIA-CPTAC,C3N-02089-24
TCIA-CPTAC,C3N-02089-26
TCIA-CPTAC,C3N-02089-27
TCIA-CPTAC,C3N-02090-21
TCIA-CPTAC,C3N-02090-22
TCIA-CPTAC,C3N-02090-23
TCIA-CPTAC,C3N-02090-26
TCIA-CPTAC,C3N-02090-27
TCIA-CPTAC,C3N-02141-21
TCIA-CPTAC,C3N-02141-22
TCIA-CPTAC,C3N-02141-23
TCIA-CPTAC,C3N-02141-24
TCIA-CPTAC,C3N-02141-26
TCIA-CPTAC,C3N-02141-27
TCIA-CPTAC,C3N-02142-21
TCIA-CPTAC,C3N-02142-22
TCIA-CPTAC,C3N-02142-24
TCIA-CPTAC,C3N-02142-26
TCIA-CPTAC,C3N-02142-27
TCIA-CPTAC,C3N-02143-21
TCIA-CPTAC,C3N-02143-22
TCIA-CPTAC,C3N-02143-23
TCIA-CPTAC,C3N-02143-24
TCIA-CPTAC,C3N-02143-26
TCIA-CPTAC,C3N-02143-27
TCIA-CPTAC,C3N-02144-21
TCIA-CPTAC,C3N-02144-22
TCIA-CPTAC,C3N-02144-23
TCIA-CPTAC,C3N-02144-24
TCIA-CPTAC,C3N-02144-26
TCIA-CPTAC,C3N-02144-27
TCIA-CPTAC,C3N-02145-21
TCIA-CPTAC,C3N-02145-22
TCIA-CPTAC,C3N-02145-23
TCIA-CPTAC,C3N-02145-24
TCIA-CPTAC,C3N-02145-26
TCIA-CPTAC,C3N-02145-27
TCIA-CPTAC,C3N-02146-21
TCIA-CPTAC,C3N-02146-22
TCIA-CPTAC,C3N-02146-23
TCIA-CPTAC,C3N-02146-24
TCIA-CPTAC,C3N-02146-26
TCIA-CPTAC,C3N-02146-27
TCIA-CPTAC,C3N-02149-21
TCIA-CPTAC,C3N-02149-22
TCIA-CPTAC,C3N-02149-23
TCIA-CPTAC,C3N-02149-24
TCIA-CPTAC,C3N-02149-26
TCIA-CPTAC,C3N-02149-27
TCIA-CPTAC,C3N-02150-21
TCIA-CPTAC,C3N-02150-22
TCIA-CPTAC,C3N-02150-23
TCIA-CPTAC,C3N-02150-24
TCIA-CPTAC,C3N-02150-26
TCIA-CPTAC,C3N-02150-27
TCIA-CPTAC,C3N-02152-21
TCIA-CPTAC,C3N-02152-22
TCIA-CPTAC,C3N-02152-23
TCIA-CPTAC,C3N-02152-24
TCIA-CPTAC,C3N-02152-26
TCIA-CPTAC,C3N-02152-27
TCIA-CPTAC,C3N-02153-21
TCIA-CPTAC,C3N-02153-22
TCIA-CPTAC,C3N-02153-23
TCIA-CPTAC,C3N-02153-24
TCIA-CPTAC,C3N-02153-26
TCIA-CPTAC,C3N-02153-27
TCIA-CPTAC,C3N-02155-21
TCIA-CPTAC,C3N-02155-22
TCIA-CPTAC,C3N-02155-23
TCIA-CPTAC,C3N-02155-24
TCIA-CPTAC,C3N-02155-26
TCIA-CPTAC,C3N-02155-27
TCIA-CPTAC,C3N-02158-21
TCIA-CPTAC,C3N-02158-22
TCIA-CPTAC,C3N-02158-23
TCIA-CPTAC,C3N-02158-24
TCIA-CPTAC,C3N-02158-26
TCIA-CPTAC,C3N-02158-27
TCIA-CPTAC,C3N-02192-21
TCIA-CPTAC,C3N-02192-22
TCIA-CPTAC,C3N-02192-23
TCIA-CPTAC,C3N-02192-24
TCIA-CPTAC,C3N-02192-25
TCIA-CPTAC,C3N-02192-26
TCIA-CPTAC,C3N-02192-27
TCIA-CPTAC,C3N-02193-21
TCIA-CPTAC,C3N-02193-22
TCIA-CPTAC,C3N-02193-23
TCIA-CPTAC,C3N-02193-24
TCIA-CPTAC,C3N-02193-25
TCIA-CPTAC,C3N-02193-26
TCIA-CPTAC,C3N-02193-27
TCIA-CPTAC,C3N-02230-21
TCIA-CPTAC,C3N-02230-22
TCIA-CPTAC,C3N-02230-23
TCIA-CPTAC,C3N-02230-24
TCIA-CPTAC,C3N-02230-26
TCIA-CPTAC,C3N-02230-27
TCIA-CPTAC,C3N-02231-21
TCIA-CPTAC,C3N-02231-22
TCIA-CPTAC,C3N-02231-23
TCIA-CPTAC,C3N-02231-24
TCIA-CPTAC,C3N-02231-26
TCIA-CPTAC,C3N-02231-27
TCIA-CPTAC,C3N-02234-21
TCIA-CPTAC,C3N-02234-22
TCIA-CPTAC,C3N-02234-23
TCIA-CPTAC,C3N-02234-24
TCIA-CPTAC,C3N-02234-26
TCIA-CPTAC,C3N-02234-27
TCIA-CPTAC,C3N-02237-21
TCIA-CPTAC,C3N-02237-22
TCIA-CPTAC,C3N-02237-23
TCIA-CPTAC,C3N-02237-24
TCIA-CPTAC,C3N-02237-26
TCIA-CPTAC,C3N-02237-27
TCIA-CPTAC,C3N-02240-21
TCIA-CPTAC,C3N-02240-22
TCIA-CPTAC,C3N-02240-23
TCIA-CPTAC,C3N-02240-24
TCIA-CPTAC,C3N-02240-26
TCIA-CPTAC,C3N-02240-27
TCIA-CPTAC,C3N-02242-21
TCIA-CPTAC,C3N-02242-22
TCIA-CPTAC,C3N-02242-23
TCIA-CPTAC,C3N-02242-24
TCIA-CPTAC,C3N-02242-26
TCIA-CPTAC,C3N-02242-27
TCIA-CPTAC,C3N-02251-26
TCIA-CPTAC,C3N-02251-27
TCIA-CPTAC,C3N-02251-28
TCIA-CPTAC,C3N-02252-29
TCIA-CPTAC,C3N-02252-30
TCIA-CPTAC,C3N-02281-22
TCIA-CPTAC,C3N-02281-23
TCIA-CPTAC,C3N-02281-24
TCIA-CPTAC,C3N-02282-25
TCIA-CPTAC,C3N-02282-30
TCIA-CPTAC,C3N-02283-21
TCIA-CPTAC,C3N-02283-22
TCIA-CPTAC,C3N-02283-30
TCIA-CPTAC,C3N-02284-21
TCIA-CPTAC,C3N-02284-22
TCIA-CPTAC,C3N-02284-30
TCIA-CPTAC,C3N-02285-23
TCIA-CPTAC,C3N-02285-24
TCIA-CPTAC,C3N-02285-30
TCIA-CPTAC,C3N-02288-23
TCIA-CPTAC,C3N-02288-29
TCIA-CPTAC,C3N-02289-26
TCIA-CPTAC,C3N-02289-29
TCIA-CPTAC,C3N-02290-21
TCIA-CPTAC,C3N-02290-22
TCIA-CPTAC,C3N-02290-29
TCIA-CPTAC,C3N-02300-22
TCIA-CPTAC,C3N-02300-23
TCIA-CPTAC,C3N-02300-25
TCIA-CPTAC,C3N-02339-21
TCIA-CPTAC,C3N-02339-22
TCIA-CPTAC,C3N-02339-23
TCIA-CPTAC,C3N-02339-26
TCIA-CPTAC,C3N-02374-21
TCIA-CPTAC,C3N-02374-22
TCIA-CPTAC,C3N-02374-23
TCIA-CPTAC,C3N-02375-21
TCIA-CPTAC,C3N-02375-22
TCIA-CPTAC,C3N-02375-23
TCIA-CPTAC,C3N-02379-21
TCIA-CPTAC,C3N-02379-22
TCIA-CPTAC,C3N-02379-23
TCIA-CPTAC,C3N-02380-21
TCIA-CPTAC,C3N-02380-22
TCIA-CPTAC,C3N-02380-23
TCIA-CPTAC,C3N-02421-21
TCIA-CPTAC,C3N-02421-22
TCIA-CPTAC,C3N-02421-23
TCIA-CPTAC,C3N-02422-21
TCIA-CPTAC,C3N-02422-22
TCIA-CPTAC,C3N-02422-23
TCIA-CPTAC,C3N-02423-21
TCIA-CPTAC,C3N-02423-22
TCIA-CPTAC,C3N-02423-23
TCIA-CPTAC,C3N-02424-21
TCIA-CPTAC,C3N-02424-22
TCIA-CPTAC,C3N-02424-23
TCIA-CPTAC,C3N-02425-21
TCIA-CPTAC,C3N-02425-22
TCIA-CPTAC,C3N-02425-23
TCIA-CPTAC,C3N-02426-21
TCIA-CPTAC,C3N-02426-22
TCIA-CPTAC,C3N-02426-23
TCIA-CPTAC,C3N-02433-21
TCIA-CPTAC,C3N-02433-22
TCIA-CPTAC,C3N-02433-23
TCIA-CPTAC,C3N-02434-21
TCIA-CPTAC,C3N-02434-22
TCIA-CPTAC,C3N-02434-23
TCIA-CPTAC,C3N-02434-26
TCIA-CPTAC,C3N-02434-27
TCIA-CPTAC,C3N-02435-21
TCIA-CPTAC,C3N-02435-22
TCIA-CPTAC,C3N-02435-23
TCIA-CPTAC,C3N-02435-26
TCIA-CPTAC,C3N-02435-27
TCIA-CPTAC,C3N-02451-21
TCIA-CPTAC,C3N-02451-22
TCIA-CPTAC,C3N-02451-23
TCIA-CPTAC,C3N-02451-26
TCIA-CPTAC,C3N-02451-27
TCIA-CPTAC,C3N-02494-21
TCIA-CPTAC,C3N-02494-22
TCIA-CPTAC,C3N-02494-23
TCIA-CPTAC,C3N-02494-24
TCIA-CPTAC,C3N-02523-21
TCIA-CPTAC,C3N-02523-22
TCIA-CPTAC,C3N-02523-23
TCIA-CPTAC,C3N-02523-24
TCIA-CPTAC,C3N-02529-21
TCIA-CPTAC,C3N-02529-22
TCIA-CPTAC,C3N-02529-23
TCIA-CPTAC,C3N-02572-21
TCIA-CPTAC,C3N-02572-22
TCIA-CPTAC,C3N-02572-23
TCIA-CPTAC,C3N-02575-21
TCIA-CPTAC,C3N-02575-22
TCIA-CPTAC,C3N-02575-23
TCIA-CPTAC,C3N-02582-21
TCIA-CPTAC,C3N-02582-22
TCIA-CPTAC,C3N-02582-23
TCIA-CPTAC,C3N-02586-21
TCIA-CPTAC,C3N-02586-22
TCIA-CPTAC,C3N-02586-23
TCIA-CPTAC,C3N-02587-21
TCIA-CPTAC,C3N-02587-22
TCIA-CPTAC,C3N-02587-23
TCIA-CPTAC,C3N-02588-21
TCIA-CPTAC,C3N-02588-22
TCIA-CPTAC,C3N-02588-23
TCIA-CPTAC,C3N-02671-21
TCIA-CPTAC,C3N-02671-29
TCIA-CPTAC,C3N-02672-21
TCIA-CPTAC,C3N-02672-22
TCIA-CPTAC,C3N-02672-28
TCIA-CPTAC,C3N-02675-24
TCIA-CPTAC,C3N-02675-27
TCIA-CPTAC,C3N-02688-21
TCIA-CPTAC,C3N-02688-30
TCIA-CPTAC,C3N-02715-21
TCIA-CPTAC,C3N-02715-22
TCIA-CPTAC,C3N-02715-23
TCIA-CPTAC,C3N-02715-26
TCIA-CPTAC,C3N-02718-21
TCIA-CPTAC,C3N-02718-22
TCIA-CPTAC,C3N-02718-23
TCIA-CPTAC,C3N-02718-26
TCIA-CPTAC,C3N-02721-21
TCIA-CPTAC,C3N-02721-22
TCIA-CPTAC,C3N-02721-23
TCIA-CPTAC,C3N-02721-26
TCIA-CPTAC,C3N-02725-21
TCIA-CPTAC,C3N-02725-22
TCIA-CPTAC,C3N-02725-23
TCIA-CPTAC,C3N-02725-26
TCIA-CPTAC,C3N-02728-21
TCIA-CPTAC,C3N-02728-22
TCIA-CPTAC,C3N-02728-23
TCIA-CPTAC,C3N-02728-26
TCIA-CPTAC,C3N-02729-21
TCIA-CPTAC,C3N-02729-22
TCIA-CPTAC,C3N-02729-23
TCIA-CPTAC,C3N-02757-21
TCIA-CPTAC,C3N-02757-22
TCIA-CPTAC,C3N-02757-23
TCIA-CPTAC,C3N-02758-21
TCIA-CPTAC,C3N-02758-22
TCIA-CPTAC,C3N-02758-23
TCIA-CPTAC,C3N-02764-21
TCIA-CPTAC,C3N-02764-22
TCIA-CPTAC,C3N-02764-23
TCIA-CPTAC,C3N-02828-21
TCIA-CPTAC,C3N-02828-22
TCIA-CPTAC,C3N-02828-23
TCIA-CPTAC,C3N-02828-24
TCIA-CPTAC,C3N-02828-26
TCIA-CPTAC,C3N-02828-27
TCIA-CPTAC,C3N-02916-21
TCIA-CPTAC,C3N-02916-22
TCIA-CPTAC,C3N-02916-23
TCIA-CPTAC,C3N-02916-24
TCIA-CPTAC,C3N-02916-26
TCIA-CPTAC,C3N-02916-27
TCIA-CPTAC,C3N-02919-21
TCIA-CPTAC,C3N-02919-22
TCIA-CPTAC,C3N-02919-23
TCIA-CPTAC,C3N-02919-24
TCIA-CPTAC,C3N-02919-26
TCIA-CPTAC,C3N-02919-27
TCIA-CPTAC,C3N-02920-21
TCIA-CPTAC,C3N-02920-22
TCIA-CPTAC,C3N-02920-23
TCIA-CPTAC,C3N-02920-24
TCIA-CPTAC,C3N-02920-26
TCIA-CPTAC,C3N-02920-27
TCIA-CPTAC,C3N-02922-21
TCIA-CPTAC,C3N-02922-22
TCIA-CPTAC,C3N-02922-23
TCIA-CPTAC,C3N-02922-24
TCIA-CPTAC,C3N-02922-26
TCIA-CPTAC,C3N-02922-27
TCIA-CPTAC,C3N-02923-21
TCIA-CPTAC,C3N-02923-22
TCIA-CPTAC,C3N-02923-23
TCIA-CPTAC,C3N-02923-24
TCIA-CPTAC,C3N-02923-26
TCIA-CPTAC,C3N-02923-27
TCIA-CPTAC,C3N-02926-21
TCIA-CPTAC,C3N-02926-22
TCIA-CPTAC,C3N-02926-23
TCIA-CPTAC,C3N-02928-21
TCIA-CPTAC,C3N-02928-22
TCIA-CPTAC,C3N-02928-23
TCIA-CPTAC,C3N-02929-21
TCIA-CPTAC,C3N-02929-22
TCIA-CPTAC,C3N-02929-23
TCIA-CPTAC,C3N-02948-21
TCIA-CPTAC,C3N-02948-22
TCIA-CPTAC,C3N-02948-23
TCIA-CPTAC,C3N-02948-26
TCIA-CPTAC,C3N-02948-27
TCIA-CPTAC,C3N-02950-21
TCIA-CPTAC,C3N-02950-22
TCIA-CPTAC,C3N-02950-26
TCIA-CPTAC,C3N-02950-27
TCIA-CPTAC,C3N-02973-21
TCIA-CPTAC,C3N-02973-22
TCIA-CPTAC,C3N-02973-23
TCIA-CPTAC,C3N-02973-26
TCIA-CPTAC,C3N-02973-27
TCIA-CPTAC,C3N-03038-21
TCIA-CPTAC,C3N-03038-22
TCIA-CPTAC,C3N-03038-23
TCIA-CPTAC,C3N-03038-24
TCIA-CPTAC,C3N-03051-21
TCIA-CPTAC,C3N-03051-22
TCIA-CPTAC,C3N-03051-23
TCIA-CPTAC,C3N-03052-21
TCIA-CPTAC,C3N-03052-22
TCIA-CPTAC,C3N-03052-23
TCIA-CPTAC,C3N-03054-21
TCIA-CPTAC,C3N-03054-22
TCIA-CPTAC,C3N-03054-23
TCIA-CPTAC,C3N-03057-21
TCIA-CPTAC,C3N-03057-22
TCIA-CPTAC,C3N-03057-23
TCIA-CPTAC,C3N-03063-21
TCIA-CPTAC,C3N-03063-22
TCIA-CPTAC,C3N-03063-23
TCIA-CPTAC,C3N-03072-21
TCIA-CPTAC,C3N-03072-22
TCIA-CPTAC,C3N-03072-23
TCIA-CPTAC,C3N-03073-21
TCIA-CPTAC,C3N-03073-22
TCIA-CPTAC,C3N-03073-23
TCIA-CPTAC,C3N-03074-21
TCIA-CPTAC,C3N-03074-22
TCIA-CPTAC,C3N-03074-23
TCIA-CPTAC,C3N-03076-21
TCIA-CPTAC,C3N-03076-22
TCIA-CPTAC,C3N-03076-23
TCIA-CPTAC,C3N-03080-21
TCIA-CPTAC,C3N-03080-22
TCIA-CPTAC,C3N-03080-23
TCIA-CPTAC,C3N-03092-21
TCIA-CPTAC,C3N-03092-22
TCIA-CPTAC,C3N-03092-23
TCIA-CPTAC,C3N-03092-24
TCIA-CPTAC,C3N-03092-26
TCIA-CPTAC,C3N-03092-27
TCIA-CPTAC,C3N-03093-21
TCIA-CPTAC,C3N-03093-22
TCIA-CPTAC,C3N-03093-23
TCIA-CPTAC,C3N-03093-24
TCIA-CPTAC,C3N-03093-25
TCIA-CPTAC,C3N-03093-26
TCIA-CPTAC,C3N-03202-21
TCIA-CPTAC,C3N-03202-22
TCIA-CPTAC,C3N-03202-23
TCIA-CPTAC,C3N-03204-21
TCIA-CPTAC,C3N-03204-22
TCIA-CPTAC,C3N-03204-23
TCIA-CPTAC,C3N-03205-21
TCIA-CPTAC,C3N-03205-22
TCIA-CPTAC,C3N-03205-23
TCIA-CPTAC,C3N-03210-21
TCIA-CPTAC,C3N-03210-22
TCIA-CPTAC,C3N-03210-23
TCIA-CPTAC,C3N-03212-21
TCIA-CPTAC,C3N-03212-22
TCIA-CPTAC,C3N-03212-23
TCIA-CPTAC,C3N-03222-21
TCIA-CPTAC,C3N-03222-22
TCIA-CPTAC,C3N-03222-23
TCIA-CPTAC,C3N-03222-26
TCIA-CPTAC,C3N-03225-21
TCIA-CPTAC,C3N-03225-22
TCIA-CPTAC,C3N-03225-23
TCIA-CPTAC,C3N-03225-26
TCIA-CPTAC,C3N-03233-21
TCIA-CPTAC,C3N-03233-22
TCIA-CPTAC,C3N-03233-23
TCIA-CPTAC,C3N-03233-26
TCIA-CPTAC,C3N-03238-21
TCIA-CPTAC,C3N-03238-22
TCIA-CPTAC,C3N-03238-23
TCIA-CPTAC,C3N-03238-26
TCIA-CPTAC,C3N-03420-21
TCIA-CPTAC,C3N-03420-22
TCIA-CPTAC,C3N-03420-29
TCIA-CPTAC,C3N-03424-23
TCIA-CPTAC,C3N-03424-29
TCIA-CPTAC,C3N-03425-25
TCIA-CPTAC,C3N-03425-29
TCIA-CPTAC,C3N-03441-21
TCIA-CPTAC,C3N-03441-29
TCIA-CPTAC,C3N-03486-21
TCIA-CPTAC,C3N-03486-22
TCIA-CPTAC,C3N-03486-23
TCIA-CPTAC,C3N-03486-26
TCIA-CPTAC,C3N-03662-21
TCIA-CPTAC,C3N-03662-22
TCIA-CPTAC,C3N-03662-23
TCIA-CPTAC,C3N-03662-26
TCIA-CPTAC,C3N-03762-21
TCIA-CPTAC,C3N-03762-28
TCIA-CPTAC,C3N-03764-22
TCIA-CPTAC,C3N-03764-29
TCIA-CPTAC,C3N-03765-27
TCIA-CPTAC,C3N-03765-29
TCIA-CPTAC,C3N-03848-21
TCIA-CPTAC,C3N-03848-22
TCIA-CPTAC,C3N-03848-23
TCIA-CPTAC,C3N-03851-21
TCIA-CPTAC,C3N-03851-23
TCIA-CPTAC,C3N-03851-24
TCIA-CPTAC,C3N-03875-21
TCIA-CPTAC,C3N-03875-22
TCIA-CPTAC,C3N-03875-25
